title,genres,year,imdbId
State of Play,"['Crime', 'Drama', 'Thriller']",2009,473705
The Damned United,['Drama'],2009,1226271
Crank: High Voltage,"['Action', 'Comedy', 'Crime']",2009,1121931
Moon,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2009,1182345
The Young Victoria,"['Drama', 'Romance']",2009,962736
X-Men Origins: Wolverine,"['Action', 'Sci-Fi', 'Thriller']",2009,458525
Sin Nombre,"['Crime', 'Drama', 'Thriller']",2009,1127715
Star Trek,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009,796366
The Great Buck Howard,['Comedy'],2008,460810
Flatfoot on the Nile (Piedone d'Egitto),"['Action', 'Comedy', 'Crime']",1980,79718
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),"['Action', 'Drama', 'War']",2009,1326972
Earth,['Documentary'],2007,393597
Stanley Kubrick: A Life in Pictures,['Documentary'],2001,278736
Crossing Over,['Drama'],2009,924129
Angels & Demons,"['Crime', 'Drama', 'Mystery', 'Thriller']",2009,808151
Scorpio,"['Action', 'Drama', 'Thriller']",1973,70653
Balls Out: Gary the Tennis Coach,['Comedy'],2009,787470
Powder Blue,['Drama'],2009,1032819
Fanboys,"['Adventure', 'Comedy', 'Drama']",2009,489049
Terminator Salvation,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2009,438488
Night at the Museum: Battle of the Smithsonian,"['Action', 'Comedy', 'IMAX']",2009,1078912
Were the World Mine,"['Adventure', 'Fantasy', 'Musical', 'Romance']",2008,476991
The Brothers Bloom,"['Adventure', 'Comedy', 'Crime', 'Romance']",2008,844286
Paisan (Paisà),"['Drama', 'War']",1946,38823
I Do: How to Get Married and Stay Single (Prête-moi ta main),"['Comedy', 'Romance']",2006,478724
The Soloist,"['Drama', 'Musical']",2009,821642
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),"['Action', 'Animation', 'Mystery', 'Sci-Fi']",1997,169880
Drag Me to Hell,"['Comedy', 'Horror']",2009,1127180
Up,"['Adventure', 'Animation', 'Children', 'Drama']",2009,1049413
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),"['Action', 'Adventure', 'Animation', 'Drama']",2005,485323
Fired Up,['Comedy'],2009,1083456
In the Electric Mist,"['Drama', 'Mystery']",2009,910905
The Hangover,"['Comedy', 'Crime']",2009,1119646
Killshot,"['Action', 'Crime', 'Drama', 'Thriller']",2008,443559
Antichrist,"['Drama', 'Fantasy']",2009,870984
Sweeney Todd,"['Crime', 'Drama', 'Horror', 'Thriller']",2006,479760
Boy Eats Girl,"['Comedy', 'Horror']",2005,415679
Marius and Jeanette (Marius et Jeannette),"['Comedy', 'Drama', 'Romance']",1997,119620
Ernest Rides Again,"['Children', 'Comedy']",1993,106827
Special,"['Drama', 'Fantasy']",2006,479162
Dead Snow (Død snø),"['Action', 'Adventure', 'Comedy', 'Horror']",2009,1278340
Land of the Lost,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",2009,457400
Imagine That,"['Comedy', 'Drama', 'Fantasy']",2009,780567
The Taking of Pelham 1 2 3,"['Crime', 'Drama', 'Thriller']",2009,1111422
The Stoning of Soraya M.,"['Crime', 'Drama']",2008,1277737
The Proposal,"['Comedy', 'Romance']",2009,1041829
Year One,"['Adventure', 'Comedy']",2009,1045778
The Land That Time Forgot,"['Adventure', 'Sci-Fi']",1975,73260
Garfield's Pet Force,['Animation'],2009,1389762
The Hurt Locker,"['Action', 'Drama', 'Thriller', 'War']",2008,887912
Breakfast with Scot,"['Drama', 'Romance']",2007,910847
The Limits of Control,"['Crime', 'Drama', 'Film-Noir']",2009,1135092
Raiders of the Lost Ark: The Adaptation,"['Action', 'Adventure', 'Thriller']",1989,772251
Transformers: Revenge of the Fallen,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009,1055369
Home,['Documentary'],2009,1014762
Whatever Works,"['Comedy', 'Romance']",2009,1178663
Ghosts of Girlfriends Past,"['Comedy', 'Fantasy', 'Romance']",2009,821640
Public Enemies,"['Crime', 'Drama', 'Thriller']",2009,1152836
Ice Age: Dawn of the Dinosaurs,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Romance']",2009,1080016
Prison Break: The Final Break,"['Action', 'Drama', 'Thriller']",2009,1131748
Daria: Is It College Yet?,"['Animation', 'Comedy']",2002,285627
My Sister's Keeper,['Drama'],2009,1078588
Hood of Horror,"['Comedy', 'Drama', 'Horror']",2006,475298
Watchmen: Tales of the Black Freighter,"['Action', 'Adventure', 'Animation', 'Horror']",2009,1295071
(500) Days of Summer,"['Comedy', 'Drama', 'Romance']",2009,1022603
Brüno (Bruno),['Comedy'],2009,889583
"Librarian, The: The Curse of the Judas Chalice","['Action', 'Adventure', 'Fantasy']",2008,1146438
Harry Potter and the Half-Blood Prince,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'IMAX']",2009,417741
Roots,"['Drama', 'War']",1977,75572
Eichmann,"['Drama', 'War']",2007,901481
Open Water 2: Adrift,"['Drama', 'Thriller']",2006,470055
The Imaginarium of Doctor Parnassus,"['Drama', 'Fantasy']",2009,1054606
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn),['Documentary'],2008,1278293
Humpday,['Comedy'],2009,1334537
Polytechnique,"['Crime', 'Drama']",2009,1194238
Orphan,"['Drama', 'Horror', 'Mystery', 'Thriller']",2009,1148204
The Ugly Truth,"['Comedy', 'Drama', 'Romance']",2009,1142988
The Collector,"['Crime', 'Horror', 'Thriller']",2009,844479
A Perfect Getaway,"['Horror', 'Thriller']",2009,971209
District 9,"['Mystery', 'Sci-Fi', 'Thriller']",2009,1136608
Julie & Julia,"['Comedy', 'Drama', 'Romance']",2009,1135503
Obsessed,"['Crime', 'Drama', 'Thriller']",2009,1198138
Race to Witch Mountain,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi', 'Thriller']",2009,1075417
Hannah Montana: The Movie,"['Comedy', 'Drama', 'Musical', 'Romance']",2009,1114677
G.I. Joe: The Rise of Cobra,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2009,1046173
12 Rounds,"['Action', 'Thriller']",2009,1160368
Max Manus,"['Action', 'Drama', 'War']",2008,1029235
Winds of the Wasteland,['Western'],1936,28510
Lost in Austen,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",2008,1117666
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),"['Action', 'Animation', 'Sci-Fi']",2007,923811
The Deal,['Comedy'],2008,848281
"The Goods: Live Hard, Sell Hard",['Comedy'],2009,1092633
The Time Traveler's Wife,"['Drama', 'Romance', 'Sci-Fi']",2009,452694
I Can't Think Straight,"['Drama', 'Romance']",2007,830570
Miss March,['Comedy'],2009,1151922
"I Love You, Beth Cooper","['Comedy', 'Romance']",2009,1032815
Paper Heart,"['Comedy', 'Documentary', 'Drama', 'Romance']",2009,1331064
G-Force,"['Action', 'Adventure', 'Children', 'Fantasy']",2009,436339
Christopher Columbus: The Discovery,['Adventure'],1992,103962
Tetro,"['Drama', 'Mystery']",2009,964185
Bronson,"['Action', 'Comedy', 'Drama', 'Thriller']",2009,1172570
It Might Get Loud,['Documentary'],2008,1229360
My Life in Ruins,['Comedy'],2009,865559
Troll 2,"['Fantasy', 'Horror']",1990,105643
Taking Woodstock,['Comedy'],2009,1127896
If These Walls Could Talk,['Drama'],1996,116607
Halloween II,"['Horror', 'Thriller']",2009,1311067
"Secret in Their Eyes, The (El secreto de sus ojos)","['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",2009,1305806
9,"['Adventure', 'Animation', 'Sci-Fi']",2009,472033
Frequently Asked Questions About Time Travel,"['Comedy', 'Sci-Fi']",2009,910554
"White Ribbon, The (Das weiße Band)","['Drama', 'Mystery']",2009,1149362
Green Lantern: First Flight,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",2009,1384590
The Most Hated Family in America,['Documentary'],2007,1000764
Pandorum,"['Horror', 'Sci-Fi', 'Thriller']",2009,1188729
Death of a Cyclist (Muerte de un ciclista),['Drama'],1955,48394
The Men Who Stare at Goats,"['Action', 'Comedy', 'Drama']",2009,1234548
The Hunt For Gollum,"['Action', 'Adventure', 'Fantasy']",2009,1323925
Jennifer's Body,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",2009,1131734
The Informant!,"['Comedy', 'Crime', 'Drama', 'Thriller']",2009,1130080
Extract,['Comedy'],2009,1225822
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The)","['Horror', 'Thriller']",2009,1144884
Gamer,"['Action', 'Sci-Fi', 'Thriller']",2009,1034032
Cloudy with a Chance of Meatballs,"['Animation', 'Children', 'Fantasy', 'IMAX']",2009,844471
Tyler Perry's I Can Do Bad All by Myself,"['Comedy', 'Drama']",2009,1385912
"Food, Inc.",['Documentary'],2008,1286537
Attack of the 50 Foot Woman,"['Comedy', 'Sci-Fi']",1958,51380
Thirst (Bakjwi),"['Drama', 'Horror']",2009,762073
Bright Star,"['Drama', 'Romance']",2009,810784
Blood Creek (a.k.a. Town Creek),['Horror'],2009,450336
Paranormal Activity,"['Horror', 'Thriller']",2009,1179904
World's Greatest Dad,"['Comedy', 'Drama']",2009,1262981
Still Walking (Aruitemo aruitemo),['Drama'],2008,1087578
"Blood of the Beasts (Sang des bêtes, Le)","['Documentary', 'Drama']",1949,41842
The Cove,['Documentary'],2009,1313104
A Serious Man,"['Comedy', 'Drama']",2009,1019452
City Island,"['Comedy', 'Drama']",2009,1174730
Ink,"['Action', 'Fantasy', 'Sci-Fi']",2009,1071804
Metropia,"['Animation', 'Sci-Fi']",2009,985058
The Haunted World of El Superbeasto,"['Action', 'Animation', 'Comedy', 'Horror', 'Thriller']",2009,419724
Trick 'r Treat,"['Comedy', 'Horror', 'Thriller']",2007,862856
Whip It,"['Comedy', 'Drama']",2009,1172233
The Invention of Lying,['Comedy'],2009,1058017
Surrogates,"['Action', 'Sci-Fi', 'Thriller']",2009,986263
Zombieland,"['Action', 'Comedy', 'Horror']",2009,1156398
Assassination of a High School President,"['Comedy', 'Drama', 'Mystery']",2008,1018818
An Education,"['Drama', 'Romance']",2009,1174732
Coco Before Chanel (Coco avant Chanel),['Drama'],2009,1035736
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),['Documentary'],2008,1333634
Couples Retreat,"['Comedy', 'Romance']",2009,1078940
I Sell the Dead,"['Comedy', 'Horror']",2008,902290
Where the Wild Things Are,"['Adventure', 'Children', 'Drama', 'Fantasy', 'IMAX']",2009,386117
Legionnaire,"['Action', 'Adventure', 'Drama', 'War']",1998,126388
"New York, I Love You","['Drama', 'Romance']",2009,808399
Law Abiding Citizen,"['Drama', 'Thriller']",2009,1197624
"Misfortunates, The (De helaasheid der dingen)",['Drama'],2009,1075110
Mary and Max,"['Animation', 'Comedy', 'Drama']",2009,978762
Spread,"['Drama', 'Romance']",2009,1186370
The Tournament,['Action'],2009,471041
The Princess and the Pirate,"['Adventure', 'Comedy', 'Romance']",1944,37193
Aelita: The Queen of Mars (Aelita),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",1924,14646
Up in the Air,"['Drama', 'Romance']",2009,1193138
Balance,"['Animation', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1989,96880
Saw VI,"['Crime', 'Horror', 'Mystery', 'Thriller']",2009,1233227
Love Exposure (Ai No Mukidashi),"['Action', 'Comedy', 'Drama', 'Romance']",2008,1128075
Cirque du Freak: The Vampire's Assistant,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",2009,450405
The Boondock Saints II: All Saints Day,"['Action', 'Crime', 'Drama', 'Thriller']",2009,1300851
Black Dynamite,"['Action', 'Comedy']",2009,1190536
Welcome to Dongmakgol,"['Comedy', 'Drama', 'War']",2005,475783
Gentlemen Broncos,['Comedy'],2009,1161418
Fantastic Mr. Fox,"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime']",2009,432283
A Christmas Carol,"['Animation', 'Children', 'Drama', 'Fantasy', 'IMAX']",2009,1067106
Battlestar Galactica: The Plan,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",2009,1286130
The Private Lives of Pippa Lee,['Drama'],2009,1134629
Partly Cloudy,"['Animation', 'Children', 'Comedy', 'Fantasy']",2009,1425244
2012,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",2009,1190080
Precious,['Drama'],2009,929632
Bad Lieutenant: Port of Call New Orleans,"['Crime', 'Drama']",2009,1095217
The Twilight Saga: New Moon,"['Drama', 'Fantasy', 'Horror', 'Romance', 'Thriller']",2009,1259571
Derailed,"['Action', 'Thriller']",2002,298296
The Messenger,"['Drama', 'Romance', 'War']",2009,790712
Ninja Assassin,"['Action', 'Crime', 'Drama', 'Thriller']",2009,1186367
Cell 211 (Celda 211),"['Action', 'Drama']",2009,1242422
The Patriot,"['Action', 'Thriller']",1998,120786
Teenage Mutant Ninja Turtles: Turtles Forever,"['Action', 'Adventure', 'Animation', 'Comedy', 'Thriller']",2009,1543920
Merry Madagascar,['Animation'],2009,1526300
Brothers,"['Drama', 'Thriller', 'War']",2009,765010
Garage,['Drama'],2007,878674
"Blind Side, The",['Drama'],2009,878804
Mickey's Once Upon a Christmas,"['Animation', 'Comedy', 'Fantasy']",1999,238414
Shrink,['Drama'],2009,1247692
Old Dogs,['Comedy'],2009,976238
Planet 51,"['Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']",2009,762125
Earthlings,['Documentary'],2006,358456
A Single Man,['Drama'],2009,1315981
The Lovely Bones,"['Crime', 'Drama', 'Fantasy', 'Horror', 'Thriller']",2009,380510
Invictus,['Drama'],2009,1057500
The Princess and the Frog,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",2009,780521
The Peacekeeper,['Action'],1997,119872
Did You Hear About the Morgans?,"['Comedy', 'Crime', 'Drama', 'Romance']",2009,1314228
Snow White,"['Fantasy', 'Romance']",1916,7361
Alice,"['Action', 'Adventure', 'Fantasy']",2009,1461312
Avatar,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009,499549
It's Complicated,"['Comedy', 'Romance']",2009,1230414
Sherlock Holmes,"['Action', 'Crime', 'Mystery', 'Thriller']",2009,988045
Crazy Heart,"['Drama', 'Romance']",2009,1263670
Alvin and the Chipmunks: The Squeakquel,"['Animation', 'Children', 'Comedy', 'Musical']",2009,1231580
American Pie Presents: The Book of Love (American Pie 7: The Book of Love),['Comedy'],2009,1407050
Sorority Babes in the Slimeball Bowl-O-Rama,"['Comedy', 'Horror']",1988,96142
Pontypool,"['Horror', 'Thriller']",2008,1226681
Youth in Revolt,"['Comedy', 'Drama', 'Romance']",2009,403702
Daybreakers,"['Action', 'Drama', 'Horror', 'Thriller']",2010,433362
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),['Drama'],2009,1028532
Leap Year,"['Comedy', 'Romance']",2010,1216492
The Book of Eli,"['Action', 'Adventure', 'Drama']",2010,1037705
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)","['Action', 'Crime', 'Mystery']",2009,1343097
"Prophet, A (Un Prophète)","['Crime', 'Drama']",2009,1235166
Staten Island,"['Crime', 'Drama']",2009,976246
The Maiden Heist,"['Comedy', 'Crime']",2009,1107860
Blood: The Last Vampire,"['Action', 'Horror', 'Thriller']",2009,806027
MacGyver: Lost Treasure of Atlantis,"['Action', 'Adventure']",1994,110419
Pekka ja Pätkä Suezilla,['Comedy'],1958,49607
Bart Got a Room,"['Comedy', 'Romance']",2008,472050
Project A 2 ('A' gai wak juk jap),"['Action', 'Comedy', 'Crime']",1987,92501
Robin-B-Hood (Bo bui gai wak),"['Action', 'Comedy', 'Drama']",2006,485976
"Concert, Le","['Comedy', 'Drama']",2009,1320082
Ninja,"['Action', 'Crime', 'Drama', 'Thriller']",2009,1182921
Asterix at the Olympic Games (Astérix aux jeux olympiques),"['Adventure', 'Children', 'Comedy', 'Fantasy']",2008,463872
"Chaser, The (Chugyeogja)","['Crime', 'Drama', 'Thriller']",2008,1190539
Meantime,"['Comedy', 'Drama']",1984,82727
"Rudolph, the Red-Nosed Reindeer","['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",1964,58536
A Dennis the Menace Christmas,['Comedy'],2007,918511
Undisputed II: Last Man Standing,"['Action', 'Crime', 'Drama']",2006,443676
3 Idiots,"['Comedy', 'Drama', 'Romance']",2009,1187043
Legion,"['Action', 'Fantasy', 'Horror', 'Thriller']",2010,1038686
Stan Helsing,"['Comedy', 'Horror']",2009,1185266
Peter Pan,"['Children', 'Fantasy', 'Musical']",1960,54176
Wicked City (Yôjû toshi),"['Animation', 'Fantasy', 'Horror', 'Sci-Fi']",1987,98692
When in Rome,"['Comedy', 'Romance']",2010,1185416
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)","['Documentary', 'Drama']",1992,105438
Triangle,"['Drama', 'Horror', 'Mystery', 'Thriller']",2009,1187064
I Love You Phillip Morris,"['Comedy', 'Drama', 'Romance']",2009,1045772
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea),"['Children', 'Drama', 'Romance']",1987,92571
Temple Grandin,['Drama'],2010,1278469
"Captain Newman, M.D.","['Comedy', 'Drama', 'War']",1963,56903
The House of the Devil,"['Horror', 'Thriller']",2009,1172994
Valentine's Day,"['Comedy', 'Romance']",2010,817230
The Wolfman,"['Horror', 'Thriller']",2010,780653
Shutter Island,"['Drama', 'Mystery', 'Thriller']",2010,1130884
Persuasion,"['Drama', 'Romance']",2007,844330
"Girl Who Played with Fire, The (Flickan som lekte med elden)","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2009,1216487
Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy']",2010,814255
Cop Out,"['Action', 'Comedy', 'Crime']",2010,1385867
The Ghost Writer,"['Drama', 'Mystery', 'Thriller']",2010,1139328
The Secret of Kells,"['Animation', 'Fantasy']",2009,485601
The Spy Next Door,"['Action', 'Children', 'Comedy']",2010,1273678
Agora,"['Adventure', 'Drama', 'Romance']",2009,1186830
Motherhood,['Comedy'],2009,1220220
District 13: Ultimatum (Banlieue 13 - Ultimatum),"['Action', 'Sci-Fi']",2009,1247640
The Yes Men Fix the World,['Documentary'],2009,1352852
Mike Bassett: England Manager,['Comedy'],2001,282744
The Crazies,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",2010,455407
Dear John,"['Drama', 'Romance', 'War']",2010,989757
Last Train Home,"['Documentary', 'Drama']",2009,1512201
Tooth Fairy,"['Comedy', 'Fantasy']",2010,808510
Gentlemen of Fortune (Dzhentlmeny udachi),"['Comedy', 'Crime', 'Drama', 'Mystery']",1972,68519
[REC]²,"['Horror', 'Thriller']",2009,1245112
The Room,"['Comedy', 'Drama', 'Romance']",2003,368226
Alice in Wonderland,"['Adventure', 'Fantasy', 'IMAX']",2010,1014759
"Town Called Panic, A (Panique au village)",['Animation'],2009,1433540
Green Zone,"['Action', 'Drama', 'Thriller', 'War']",2010,947810
From Paris with Love,"['Action', 'Crime']",2010,1179034
Dorian Gray,"['Drama', 'Horror', 'Sci-Fi']",2009,1235124
Greenberg,"['Comedy', 'Drama']",2010,1234654
She's Out of My League,['Comedy'],2010,815236
Harry Brown,"['Crime', 'Drama', 'Thriller']",2009,1289406
Remember Me,"['Drama', 'Romance']",2010,1403981
The Burrowers,"['Horror', 'Thriller', 'Western']",2008,445939
Frozen,"['Drama', 'Horror', 'Thriller']",2010,1323045
Generation X,"['Action', 'Adventure', 'Sci-Fi']",1996,116401
Little Ashes,['Drama'],2008,1104083
Our Family Wedding,['Comedy'],2010,1305583
The Bounty Hunter,"['Action', 'Comedy', 'Romance']",2010,1038919
Leaves of Grass,"['Comedy', 'Crime', 'Drama', 'Thriller']",2009,1151359
Women in Trouble,['Comedy'],2009,1247704
Mondo Cane,['Documentary'],1962,57318
Repo Men,"['Action', 'Sci-Fi', 'Thriller']",2010,1053424
Case 39,"['Horror', 'Thriller']",2009,795351
Oceans (Océans),"['Documentary', 'Drama']",2009,765128
The Slammin' Salmon,['Comedy'],2009,1135525
Hot Tub Time Machine,"['Comedy', 'Sci-Fi']",2010,1231587
Mother (Madeo),"['Crime', 'Drama', 'Mystery', 'Thriller']",2009,1216496
How to Train Your Dragon,"['Adventure', 'Animation', 'Children', 'Fantasy', 'IMAX']",2010,892769
"Bone Man, The (Der Knochenmann)","['Crime', 'Thriller']",2009,1181927
Micmacs (Micmacs à tire-larigot),"['Comedy', 'Crime']",2009,1149361
Clash of the Titans,"['Action', 'Adventure', 'Drama', 'Fantasy']",2010,800320
Kick-Ass,"['Action', 'Comedy']",2010,1250777
Date Night,"['Action', 'Comedy', 'Romance']",2010,1279935
The Emperor's New Groove 2: Kronk's New Groove,"['Animation', 'Children', 'Comedy', 'Romance']",2005,401398
Steam of Life (Miesten vuoro),['Documentary'],2010,1583323
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón),"['Action', 'Adventure', 'Comedy']",2003,314121
American Drug War: The Last White Hope,"['Crime', 'Documentary']",2007,1033467
The Runaways,"['Drama', 'Musical']",2010,1017451
Wild China,['Documentary'],2008,884762
Death at a Funeral,['Comedy'],2010,1321509
Valhalla Rising,"['Action', 'Drama', 'War']",2009,862467
Diary of a Wimpy Kid,"['Children', 'Comedy']",2010,1196141
The Union: The Business Behind Getting High,"['Comedy', 'Documentary']",2007,1039647
Disgrace,['Drama'],2008,445953
The Losers,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",2010,480255
The Last Song,"['Drama', 'Romance']",2010,1294226
Cyrus,"['Comedy', 'Drama', 'Romance']",2010,1336617
"Human Centipede, The (First Sequence)",['Horror'],2009,1467304
Exit Through the Gift Shop,"['Comedy', 'Documentary']",2010,1587707
Iron Man 2,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2010,1228705
MacGruber,"['Action', 'Comedy']",2010,1470023
Three Men and a Cradle (3 hommes et un couffin),['Comedy'],1985,90206
"Sky Crawlers, The (Sukai kurora)","['Adventure', 'Animation', 'Drama']",2008,1056437
Cargo,['Sci-Fi'],2009,381940
A Nightmare on Elm Street,"['Fantasy', 'Horror', 'Thriller']",2010,1179056
Four Lions,"['Comedy', 'Drama']",2010,1341167
St Trinian's 2: The Legend of Fritton's Gold,"['Adventure', 'Comedy']",2009,1210106
12 Angry Men,"['Crime', 'Drama']",1997,118528
Robin Hood,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",2010,955308
Lovers & Leavers (Kuutamolla),"['Drama', 'Romance']",2002,307076
Merantau,"['Action', 'Drama']",2009,1368116
Stingray Sam,"['Comedy', 'Musical', 'Sci-Fi', 'Western']",2009,1355599
Cemetery Junction,"['Comedy', 'Drama', 'Romance']",2010,1196204
Blue Valentine,"['Drama', 'Romance']",2010,1120985
Killers,"['Action', 'Comedy']",2010,1103153
Buried,"['Mystery', 'Thriller']",2010,1462758
Shake Hands with the Devil,"['Drama', 'War']",2007,472562
Prince of Persia: The Sands of Time,"['Action', 'Adventure', 'Fantasy', 'Romance', 'IMAX']",2010,473075
Please Give,"['Comedy', 'Drama']",2010,878835
Baarìa,"['Comedy', 'Drama', 'War']",2009,1081935
Ricky Gervais Live: Animals,['Comedy'],2003,397612
Sex and the City 2,"['Comedy', 'Drama', 'Romance']",2010,1261945
Get Him to the Greek,['Comedy'],2010,1226229
Unthinkable,"['Drama', 'Thriller']",2010,914863
The Back-up Plan,"['Comedy', 'Romance']",2010,1212436
Splice,"['Horror', 'Sci-Fi', 'Thriller']",2009,1017460
Letters to Juliet,"['Drama', 'Romance']",2010,892318
Exam,"['Mystery', 'Thriller']",2009,1258197
Jonah Hex,"['Action', 'Drama', 'Thriller', 'Western']",2010,1075747
The A-Team,"['Action', 'Comedy', 'Thriller']",2010,429493
Toy Story 3,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']",2010,435761
Ricky Gervais Live 3: Fame,['Comedy'],2007,993779
Winter's Bone,"['Drama', 'Thriller']",2010,1399683
The Scalphunters,"['Comedy', 'Western']",1968,63557
Barking Dogs Never Bite (Flandersui gae),"['Comedy', 'Horror']",2000,269743
Shrek Forever After (a.k.a. Shrek: The Final Chapter),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']",2010,892791
TiMER,"['Comedy', 'Drama', 'Fantasy', 'Romance']",2009,1179794
Best Worst Movie,['Documentary'],2009,1144539
The Twilight Saga: Eclipse,"['Fantasy', 'Romance', 'Thriller', 'IMAX']",2010,1325004
Enter the Void,['Drama'],2009,1191111
The Last Airbender,"['Action', 'Adventure', 'Fantasy']",2010,938283
Endgame,['Drama'],2009,1217616
Empire of Dreams: The Story of the 'Star Wars' Trilogy,['Documentary'],2004,416716
South Park: Imaginationland,"['Animation', 'Comedy', 'Fantasy']",2008,1308667
Predators,"['Action', 'Sci-Fi', 'Thriller']",2010,1424381
When You're Strange,['Documentary'],2009,1333667
Despicable Me,"['Animation', 'Children', 'Comedy', 'Crime']",2010,1323594
Inception,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX']",2010,1375666
Grown Ups,['Comedy'],2010,1375670
The Sorcerer's Apprentice,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']",2010,963966
Knight and Day,"['Action', 'Comedy', 'Romance']",2010,1013743
The Karate Kid,"['Action', 'Children', 'Drama']",2010,1155076
The Kids Are All Right,"['Comedy', 'Drama']",2010,842926
"Serbian Film, A (Srpski film)","['Horror', 'Thriller']",2010,1273235
Cherrybomb,"['Drama', 'Thriller']",2009,1248971
Batman: Under the Red Hood,"['Action', 'Animation']",2010,1569923
Salt,"['Action', 'Thriller']",2010,944835
The No. 1 Ladies' Detective Agency,"['Comedy', 'Crime', 'Mystery']",2008,874957
Watch Out for the Automobile (Beregis avtomobilya),"['Comedy', 'Crime', 'Romance']",1966,60161
Mr. Nobody,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",2009,485947
Dinner for Schmucks,['Comedy'],2010,427152
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka),"['Crime', 'Drama', 'Thriller']",2002,352465
Hellsinki (Rööperi),['Crime'],2009,1227536
Ip Man 2,['Action'],2010,1386932
Ramona and Beezus,"['Children', 'Comedy']",2010,493949
The Rebound,"['Comedy', 'Romance']",2009,1205535
The Other Guys,"['Action', 'Comedy']",2010,1386588
The Two Escobars,"['Crime', 'Documentary']",2010,1522863
Paper Man,"['Comedy', 'Drama']",2009,437405
The Expendables,"['Action', 'Adventure', 'Thriller']",2010,1320253
Scott Pilgrim vs. the World,"['Action', 'Comedy', 'Fantasy', 'Musical', 'Romance']",2010,446029
I Killed My Mother (J'ai tué ma mère),['Drama'],2009,1424797
Heartless,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",2009,1220214
Piranha (Piranha 3D),"['Action', 'Horror', 'Thriller']",2010,464154
The Extraordinary Adventures of Adèle Blanc-Sec,"['Action', 'Adventure', 'Fantasy', 'Mystery']",2010,1179025
Get Low,"['Comedy', 'Drama', 'Mystery']",2009,1194263
The Joneses,"['Comedy', 'Drama']",2009,1285309
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",1989,142235
The Last Exorcism,"['Horror', 'Thriller']",2010,1320244
Sisters (Syostry),"['Action', 'Crime', 'Drama']",2001,284492
